name,winery,variety,region,country,vintage,rating,price,type,body,acidity,food_pairings
Gran Reserva Malbec,Phebus,Malbec,Mendoza,Argentina,,3.87,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Partidas Limitadas Selección del Enólogo (Cabernet Franc-Malbec-Petit Verdot),Navarro Correas,Cabernet Franc,Mendoza,Argentina,,4.16,,Red,Medium-bodied,High,"['Beef', 'Pork', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Soft Cheese']"
High Altitude Vineyards Reserva Cabernet Franc,Terrazas de los Andes,Cabernet Franc,Mendoza,Argentina,,3.88,,Red,Medium-bodied,Medium,"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']"
Reserve Syrah,Mauricio Lorca,Syrah/Shiraz,Uco Valley,Argentina,,3.86,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Reserve Cabernet Sauvignon,Medrano Estate,Cabernet Sauvignon,Mendoza,Argentina,,3.26,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Menduco Reserva Malbec,Finca el Origen,Malbec,Mendoza,Argentina,,3.49,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Malbec Reserva,Bodega Puna,Malbec,Salta,Argentina,,4.15,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Ventus Roble Cabernet Sauvignon,Bodega del Fin del Mundo,Cabernet Sauvignon,Patagonia,Argentina,,3.51,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Tomero Reserva Semillón,Bodega Vistalba,Sémillon,Mendoza,Argentina,,3.92,,White,Medium-bodied,Medium,"['Rich Fish', 'Shellfish', 'Sweet Dessert', 'Poultry']"
Laderas de Los Andes Red Blend,Estancia Mendoza,Cabernet Sauvignon,Tupungato,Argentina,,3.27,,Red,Medium-bodied,Medium,"['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food', 'Poultry']"
Pinot Noir,Pasarisa,Pinot Noir,Patagonia,Argentina,,3.69,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Benjamin Torrontes,Nieto Senetiner,Torrontés,Mendoza,Argentina,,3.33,,White,Medium-bodied,Medium,"['Spicy Food', 'Vegetarian', 'Appetizer']"
Estate Blend,Finca el Origen,Cabernet Sauvignon,Mendoza,Argentina,,3.84,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Numina Petit Verdot,Salentein,Petit Verdot,Mendoza,Argentina,,4.12,,Red,Medium-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Reserva Malbec,Patrón Santiago,Malbec,Mendoza,Argentina,,4.07,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Field Blend Reserve Cabernet Sauvignon-Malbec,Zorzal,Cabernet Sauvignon,Tupungato,Argentina,,3.84,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Malbec,Sur de Los Andes,Malbec,Mendoza,Argentina,,3.79,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Mad Bird Malbec-Ancellotta,Corbeau Wines,Malbec,Mendoza,Argentina,,3.82,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Colección Roble Cabernet Sauvignon,Trapiche,Cabernet Sauvignon,Mendoza,Argentina,,3.52,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Finca La Escuela La Grava Malbec,Tinto Negro (TintoNegro),Malbec,Mendoza,Argentina,,4.07,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Finca La Florencia Cabernet Sauvignon,Bodega Familia Cassone,Cabernet Sauvignon,Mendoza,Argentina,,3.36,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Luna Syrah,Finca La Anita,Syrah/Shiraz,Mendoza,Argentina,,3.65,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Bodegas Reservadas,Cabernet Sauvignon,Mendoza,Argentina,,2.99,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Carrascal White,Weinert,Chenin Blanc,Mendoza,Argentina,,3.81,,White,Full-bodied,High,"['Rich Fish', 'Shellfish', 'Vegetarian', 'Lean Fish', 'Fruit Dessert']"
Particular Merlot,Bodegas Bianchi,Merlot,San Rafael,Argentina,,4.16,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Cabernet Sauvignon-Syrah,Pequeña Vasija,Syrah/Shiraz,Mendoza,Argentina,,3.15,,Red,Medium-bodied,High,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Reserva Malbec,Michel Torino,Malbec,Calchaqui Valley,Argentina,,3.67,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Gran Reserva Cabernet Sauvignon-Shiraz,Nieto Senetiner,Cabernet Sauvignon,Mendoza,Argentina,,3.76,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Intis Chardonnay-Chenin,Bodega Finca Las Moras,Chardonnay,San Juan,Argentina,,3.23,,White,Light-bodied,Medium,"['Pork', 'Rich Fish', 'Shellfish', 'Vegetarian', 'Poultry', 'Lean Fish', 'Fruit Dessert']"
El Bautismo R4 El Criollo Rosado,La Liga de Enólogos,Criolla Grande,Mendoza,Argentina,,3.44,,Rosé,Medium-bodied,Medium,"['Rich Fish', 'Shellfish', 'Maturated Cheese', 'Hard Cheese', 'Vegetarian']"
Reserva Especial Cabernet Sauvignon,Nieto Senetiner,Cabernet Sauvignon,Mendoza,Argentina,,3.84,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Moncagua Malbec,Belasco de Baquedano,Malbec,Mendoza,Argentina,,3.51,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Roble Malbec,Telteca,Malbec,Mendoza,Argentina,,3.49,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Antá Reserva Malbec,Telteca,Malbec,Mendoza,Argentina,,3.74,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
La Verdad Gualtallary,Buscado Vivo o Muerto,Cabernet Franc,Gualtallary,Argentina,,4.16,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Chenin-Chardonnay Roca,Alfredo Roca,Chardonnay,San Rafael,Argentina,,3.3,,White,Medium-bodied,Medium,"['Pork', 'Rich Fish', 'Shellfish', 'Vegetarian', 'Poultry', 'Lean Fish', 'Fruit Dessert']"
Carrascal Malbec Reserva,Weinert,Malbec,Mendoza,Argentina,,3.4,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Tonel Unico 111 Malbec,Weinert,Malbec,Mendoza,Argentina,,4.55,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Junior Malbec,Sottano,Malbec,Mendoza,Argentina,,3.52,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Reserva Malbec,Martino Wines,Malbec,Mendoza,Argentina,,3.74,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Shiraz,Bodegas Santa Ana,Syrah/Shiraz,Mendoza,Argentina,,3.08,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Malbec,Carinae,Malbec,Mendoza,Argentina,,3.15,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Finca La Florencia Merlot,Bodega Familia Cassone,Merlot,Mendoza,Argentina,,3.7,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Poligonos Malbec,Zuccardi,Malbec,Paraje Altamira,Argentina,,3.98,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Dos Fincas Viña Amalia Cabernet Sauvignon-Malbec,Carlos Basso,Cabernet Sauvignon,Mendoza,Argentina,,3.29,,Red,Full-bodied,Low,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Reserva Malbec,Bonfanti,Malbec,Mendoza,Argentina,,3.95,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Malbec Estrella,Weinert,Malbec,Mendoza,Argentina,,4.65,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Ramanegra Estate Red Blend,Casarena,Cabernet Sauvignon,Mendoza,Argentina,,3.63,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Brut,Trapiche,Chardonnay,Mendoza,Argentina,,3.3,,Sparkling,Full-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Vegetarian', 'Poultry']"
Bonarda-Malbec,Siesta,Malbec,Mendoza,Argentina,,3.94,,Red,Full-bodied,High,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Terroir Único Cabernet Sauvignon,Zorzal,Cabernet Sauvignon,Tupungato,Argentina,,3.52,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Altivo Classic Chardonnay,Finca Eugenio Bustos,Chardonnay,Mendoza,Argentina,,3.3,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Reserva Malbec,Casarena,Malbec,Mendoza,Argentina,,3.86,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Merlot,Matías Riccitelli,Merlot,Rio Negro,Argentina,,4.08,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Benjamin Select Malbec,Nieto Senetiner,Malbec,Mendoza,Argentina,,3.56,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Golden Reserve Cabernet Franc,Trivento,Cabernet Franc,Mendoza,Argentina,,3.91,,Red,Medium-bodied,Medium,"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']"
Don Mendoza Reserve Cabernet Sauvignon,Finca La Celia,Cabernet Sauvignon,Mendoza,Argentina,,3.5,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Bonarda,Mi Terruño,Bonarda,Mendoza,Argentina,,3.63,,Red,Medium-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Poultry']"
Reserva Chardonnay,Finca La Escondida,Chardonnay,San Juan,Argentina,,3.4,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Reserve Chardonnay,Sophenia,Chardonnay,Tupungato,Argentina,,3.72,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Mairena Reserve Bonarda,Familia Blanco,Bonarda,Lujan de Cuyo,Argentina,,3.92,,Red,Medium-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Poultry']"
Casa Ambrosía Malbec,Finca Ambrosia,Malbec,Mendoza,Argentina,,3.86,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Serbal Chardonnay,Bodega Atamisque,Chardonnay,Tupungato,Argentina,,3.45,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Blanc de Noir,Lagarde,Pinot Noir,Mendoza,Argentina,,3.56,,Rosé,Full-bodied,Medium,"['Beef', 'Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Single Vineyard Late Harvest Sauvignon Blanc,Salentein,Sauvignon Blanc,Mendoza,Argentina,,3.81,,Dessert,Medium-bodied,High,"['Rich Fish', 'Shellfish', 'Vegetarian']"
Tarquino Shiraz-Malbec,Argento,Syrah/Shiraz,Mendoza,Argentina,,3.75,,Red,Medium-bodied,Low,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Petit Verdot,Mara,Petit Verdot,Mendoza,Argentina,,3.87,,Red,Full-bodied,Medium,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Gran Reserva Malbec-Petit Verdot,Nieto Senetiner,Petit Verdot,Mendoza,Argentina,,3.85,,Red,Full-bodied,Medium,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Yauquén Malbec-Cabernet Sauvignon,Ruca Malen,Cabernet Sauvignon,Mendoza,Argentina,,3.48,,Red,Medium-bodied,High,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Tiara White (San Alberto),Viña Alicia,Riesling,Mendoza,Argentina,,4.12,,White,Medium-bodied,Medium,"['Pork', 'Rich Fish', 'Shellfish', 'Spicy Food', 'Sweet Dessert', 'Vegetarian', 'Poultry']"
White Blend,Altos del Condor,Chardonnay,Mendoza,Argentina,,3.49,,White,Medium-bodied,Low,"['Pork', 'Rich Fish', 'Shellfish', 'Vegetarian', 'Poultry', 'Lean Fish', 'Fruit Dessert']"
Cabernet Sauvignon Reserva de Familia,Malma-NQN,Cabernet Sauvignon,Patagonia,Argentina,,3.9,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Reserva Chardonnay,Trapiche,Chardonnay,Mendoza,Argentina,,3.51,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Malbec,Jelu Estate,Malbec,San Juan,Argentina,,3.74,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Blanco,Cavic,Chardonnay,Mendoza,Argentina,,3.18,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Ca' de Calle Gran Reserva Red Blend,Bodega Calle,Cabernet Sauvignon,Mendoza,Argentina,,3.99,,Red,Full-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Gran Selección Malbec,Viña Palaciega,Malbec,Mendoza,Argentina,,3.73,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Angaro Malbec,Finca La Celia,Malbec,Mendoza,Argentina,,3.47,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Moscatel De Alejandria,Alamos,Muscat of Alexandria,Mendoza,Argentina,,3.76,,White,Medium-bodied,Medium,"['Pasta', 'Pork', 'Shellfish', 'Lean Fish']"
Sparkling Pinot Rosé,Alma 4,Pinot Noir,Mendoza,Argentina,,3.79,,Sparkling,Medium-bodied,Medium,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']"
Reserva Chardonnay,Fabre Montmayou,Chardonnay,Mendoza,Argentina,,3.64,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Gran Reserva Chardonnay,Escorihuela Gascón,Chardonnay,Mendoza,Argentina,,4.29,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Sauvignon Blanc,Bodegas Santa Ana,Sauvignon Blanc,Mendoza,Argentina,,2.98,,White,Medium-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
Temple Malbec,Vaglio,Malbec,Mendoza,Argentina,,3.72,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Don Baltazar Reserva Petit Verdot,Casa Montes,Petit Verdot,San Juan,Argentina,,3.49,,Red,Full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Cabernet Sauvignon,Atrevida,Cabernet Sauvignon,Mendoza,Argentina,,3.59,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Viñ Alta Gran Seleccion Malbec,Marks & Spencer,Malbec,Mendoza,Argentina,,3.89,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Cabernet Sauvignon,Bodega Tacuil,Cabernet Sauvignon,Salta,Argentina,,4.44,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Malbec Reserva,Chakras,Malbec,Mendoza,Argentina,,3.76,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Malbec-Bonarda,Mariposa,Malbec,Mendoza,Argentina,,3.43,,Red,Full-bodied,Medium,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
1492 Merlot-Bonarda-Sangiovese,Don Cristobal,Merlot,Mendoza,Argentina,,2.96,,Red,Full-bodied,High,"['Beef', 'Veal', 'Pork', 'Game Meat', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Chardonnay,Bodegas Santa Ana,Chardonnay,Mendoza,Argentina,,2.82,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Los Pasos Chardonnay-Semillon,Séptima,Sémillon,Mendoza,Argentina,,3.39,,White,Medium-bodied,Medium,"['Pork', 'Rich Fish', 'Shellfish', 'Sweet Dessert', 'Vegetarian', 'Poultry']"
Criolla Argentina Malbec,Pala Corazon,Malbec,Mendoza,Argentina,,3.99,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
SR Syrah Rosé,Callia,Syrah/Shiraz,San Juan,Argentina,,3.74,,Rosé,Medium-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese']"
Reserve Cabernet Sauvignon,Viñalba,Cabernet Sauvignon,Mendoza,Argentina,,3.65,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Sparkling Pinot-Chardonnay,Alma 4,Chardonnay,Mendoza,Argentina,,3.62,,Sparkling,Medium-bodied,Medium,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Vegetarian', 'Poultry']"
Gran Reserve Malbec,Finca La Escondida,Malbec,San Juan,Argentina,,3.29,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Reserva Cabernet Franc,Argento,Cabernet Franc,Mendoza,Argentina,,3.55,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Extra Brut,Nieto Senetiner,Chardonnay,Mendoza,Argentina,,3.43,,Sparkling,Medium-bodied,Medium,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Vegetarian', 'Poultry']"
Poético Cabernet Sauvignon,Mauricio Lorca,Cabernet Sauvignon,Mendoza,Argentina,,3.8,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Roble Syrah,Bodega Norton,Syrah/Shiraz,Lujan de Cuyo,Argentina,,3.51,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Estate Grown Reserva Tannat,Chañarmuyo Estate,Tannat,La Rioja,Argentina,,3.85,,Red,Full-bodied,Medium,['Beef']
Gran Medalla Cabernet Franc,Trapiche,Cabernet Franc,Mendoza,Argentina,,4.26,,Red,Medium-bodied,Medium,"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']"
Colección Shiraz-Malbec,Santa Julia,Malbec,Mendoza,Argentina,,3.24,,Red,Medium-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Malbec Reserva,Malma-NQN,Malbec,Patagonia,Argentina,,3.67,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Malbec Seleccion Roble,Pacheco Pereda,Malbec,Mendoza,Argentina,,3.46,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Malbec Roble,Tierras Altas,Malbec,Mendoza,Argentina,,3.28,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Sauvignon Blanc-Semillón,Kaiken,Sauvignon Blanc,Mendoza,Argentina,,3.47,,White,Medium-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
Reserve Rosé (Selection),Salentein,Syrah/Shiraz,Mendoza,Argentina,,3.75,,Rosé,Light-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese']"
Reserve Syrah,Andean Vineyards,Syrah/Shiraz,Mendoza,Argentina,,3.96,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Fantasia Cabernet Sauvignon,Mauricio Lorca,Cabernet Sauvignon,Mendoza,Argentina,,3.44,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Ventus Malbec,Bodega del Fin del Mundo,Malbec,Patagonia,Argentina,,3.48,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Malamado Viognier,Zuccardi,Viognier,Paraje Altamira,Argentina,,3.62,,Dessert,Medium-bodied,Low,"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry']"
Blanc de Blancs,El Esteco,Chardonnay,Salta,Argentina,,3.89,,Sparkling,Full-bodied,Medium,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Malbon,Passionate,Malbec,Mendoza,Argentina,,4.43,,Red,Full-bodied,Medium,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Artesano Pinot Noir,Manos Negras,Pinot Noir,Rio Negro,Argentina,,3.71,,Red,Medium-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
H J. Fabre Reserva Malbec-Petit Verdot,Fabre Montmayou,Malbec,Lujan de Cuyo,Argentina,,3.86,,Red,Medium-bodied,Low,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
H J. Fabre Reserva Malbec-Merlot,Fabre Montmayou,Malbec,Lujan de Cuyo,Argentina,,3.87,,Red,Medium-bodied,High,"['Beef', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Valentin Cabernet Sauvignon,Bodegas Bianchi,Cabernet Sauvignon,Mendoza,Argentina,,3.75,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Vistaflor Sauvignon Blanc-Chenin,Bodega Norton,Chenin Blanc,Lujan de Cuyo,Argentina,,3.44,,White,Medium-bodied,Medium,"['Rich Fish', 'Shellfish', 'Vegetarian', 'Lean Fish', 'Fruit Dessert']"
Penedo Borges Expresión Terroir Blend,Otaviano,Syrah/Shiraz,Mendoza,Argentina,,4.0,,Red,Medium-bodied,Low,"['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Soft Cheese']"
Don Juan Nahuel Reserva Malbec,Cielo y Tierra,Malbec,Mendoza,Argentina,,4.24,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Perfiles Textura Fina Malbec,Trapiche,Malbec,Mendoza,Argentina,,3.86,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Chardonnay,Manos Negras,Chardonnay,Mendoza,Argentina,,3.56,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
La Primera Chenin Blanc,Revancha,Chenin Blanc,Mendoza,Argentina,,3.67,,White,Medium-bodied,High,"['Shellfish', 'Lean Fish', 'Fruit Dessert']"
Tempranillo,Mi Terruño,Tempranillo,Mendoza,Argentina,,3.67,,Red,Medium-bodied,Medium,"['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food']"
Reserva Malbec,Zuccardi,Malbec,Paraje Altamira,Argentina,,3.64,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Torrontés,Nanni,Torrontés,Salta,Argentina,,3.74,,White,Medium-bodied,Medium,"['Spicy Food', 'Vegetarian', 'Appetizer']"
006 Chardonnay (Riverside Estate),Aniello,Chardonnay,Rio Negro,Argentina,,3.61,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Reserva Cabernet Sauvignon,Las Vertientes,Cabernet Sauvignon,Mendoza,Argentina,,3.73,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Blend Collection Malbec-Cabernet Franc-Petit Verdot,Nieto Senetiner,Malbec,Mendoza,Argentina,,3.77,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Tahuan Bonarda,Siesta,Bonarda,Mendoza,Argentina,,3.86,,Red,Medium-bodied,High,"['Veal', 'Pork', 'Game Meat', 'Poultry']"
Cabernet Sauvignon,Zolo,Cabernet Sauvignon,Mendoza,Argentina,,3.53,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Sauvignon Blanc,Argento,Sauvignon Blanc,Mendoza,Argentina,,3.34,,White,Medium-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
La Gran Nacha Garnacha Tintorera-Syrah,La Liga de Enólogos,Syrah/Shiraz,Mendoza,Argentina,,3.44,,Red,Medium-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese']"
Ciento Veinte Anos,Trapiche,Cabernet Franc,Mendoza,Argentina,,4.17,,Red,Medium-bodied,Low,"['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Soft Cheese']"
Mil Vientos Malbec,Merced del Estero,Malbec,San Juan,Argentina,,3.71,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Malbec Rosé,Chakana,Malbec,Mendoza,Argentina,,3.55,,Rosé,Medium-bodied,Low,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
Edición Limitada Malbec Roble,Finca Los Gigantes,Malbec,Mendoza,Argentina,,2.83,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Alma Mora Rosado de Syrah,Bodega Finca Las Moras,Syrah/Shiraz,San Juan,Argentina,,3.36,,Rosé,Medium-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese']"
Select Cabernet-Merlot,Pampas del Sur,Merlot,Mendoza,Argentina,,3.3,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Poultry']"
Particular Cabernet Franc,Bodegas Bianchi,Cabernet Franc,Mendoza,Argentina,,4.39,,Red,Medium-bodied,Medium,"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']"
Serie A Malbec Rosé,Zuccardi,Malbec,Paraje Altamira,Argentina,,3.66,,Rosé,Medium-bodied,High,"['Beef', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']"
UMA Colección Cabernet Sauvignon,Telteca,Cabernet Sauvignon,Mendoza,Argentina,,3.24,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Gualtallary Single Vineyard Cabernet Franc,Rutini,Cabernet Franc,Uco Valley,Argentina,,4.38,,Red,Medium-bodied,Low,"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']"
Cabo de Hornos Gran Reserva Malbec,Bodegas San Huberto,Malbec,La Rioja,Argentina,,3.25,,Red,Very full-bodied,High,"['Beef', 'Lamb', 'Poultry']"
Merlot,Bodegas Santa Ana,Merlot,Mendoza,Argentina,,3.33,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Trumpeter Torrontes,Rutini,Torrontés,Mendoza,Argentina,,3.59,,White,Medium-bodied,Medium,"['Spicy Food', 'Vegetarian', 'Appetizer']"
Rosa de Los Vientos Rosé Nature de Pinot Noir,Schroeder,Pinot Noir,Patagonia,Argentina,,3.67,,Sparkling,Full-bodied,Medium,"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']"
Cadus Appellation Chardonnay,Nieto Senetiner,Chardonnay,Vista Flores,Argentina,,3.83,,White,Full-bodied,High,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
